request_id,submitted_by,agent_id,request_type,submitted_date,resolved_date,status,priority,region,resolution_notes
REQ003428,Sherri Lewis,AGT08888,Report Request,2024-07-11,,Escalated,Critical,Ontario,
REQ003429,Michael Chavez,AGT06895,Dashboard Update,2024-10-21,2024-11-02,Resolved,Low,Manitoba,Ex quae distinctio iste debitis nostrum iure in et.
REQ003430,Michael Garcia,AGT07857,Dashboard Update,2023-08-01,,Open,Low,Alberta,
REQ003431,Christopher Sandoval,AGT07834,Report Request,2021-06-05,2021-06-14,Resolved,Medium,Manitoba,Dolore nulla eveniet assumenda facere numquam possimus laborum.
REQ003432,Ryan Barrett,AGT06021,Ad-hoc Analysis,2021-06-16,,Open,High,Alberta,
REQ003433,Jessica Carter,AGT01620,Ad-hoc Analysis,2022-11-06,,Escalated,Medium,Quebec,
REQ003434,Marilyn Bailey,AGT00698,Dashboard Update,2021-11-07,2021-11-23,Resolved,High,British Columbia,Itaque ipsam exercitationem dolorum culpa modi eveniet dolorum velit.
REQ003435,Samuel Barnett,AGT00042,Access Issue,2025-01-03,2025-01-07,Resolved,High,Manitoba,Porro delectus iure ipsam repellendus.
REQ003436,Jessica Mitchell,AGT05725,Dashboard Update,2024-08-20,,Open,Critical,Alberta,
REQ003437,Christopher Bennett,AGT07185,Access Issue,2025-09-20,,Open,Critical,Saskatchewan,
REQ003438,Robert Patel,AGT05016,Report Request,2024-04-08,,Escalated,Low,Quebec,
REQ003439,Wendy Green,AGT07614,Dashboard Update,2024-07-20,,In Progress,Critical,Alberta,
REQ003440,David Stevens,AGT05064,Data Discrepancy,2021-12-11,,In Progress,Critical,Alberta,
REQ003441,Jesus Brown,AGT09799,Ad-hoc Analysis,2024-02-17,,Escalated,High,Ontario,
REQ003442,Allen Joseph,AGT01390,Data Discrepancy,2024-12-27,,In Progress,Medium,Saskatchewan,
REQ003443,Angela Hughes,AGT05510,Ad-hoc Analysis,2023-07-26,2023-08-12,Resolved,High,Alberta,Dolor qui veniam quidem doloremque suscipit.
REQ003444,Michaela Harmon,AGT04198,Data Discrepancy,2023-03-21,,In Progress,Low,Manitoba,
REQ003445,Joan Garcia,AGT07203,Ad-hoc Analysis,2021-07-23,,In Progress,Low,Saskatchewan,
REQ003446,Todd White,AGT01445,Data Discrepancy,2022-12-18,,Open,High,Manitoba,
REQ003447,Kathleen Shields,AGT04601,Ad-hoc Analysis,2022-11-17,2022-11-28,Resolved,Low,Alberta,Laboriosam eligendi porro perferendis illum nesciunt.
REQ003448,Carolyn Smith,AGT04674,KPI Clarification,2024-11-19,2024-11-30,Resolved,Medium,British Columbia,Quos fugit nostrum reprehenderit rem doloremque veritatis sed cupiditate quo.
REQ003449,Bradley Owens,AGT00720,Data Discrepancy,2022-05-05,2022-05-09,Resolved,Low,British Columbia,Hic quis doloremque vero ab illo.
REQ003450,Joshua Bryant,AGT08502,Ad-hoc Analysis,2025-11-08,2025-11-24,Resolved,Medium,Quebec,Eum sapiente consequuntur fuga sapiente quo.
REQ003451,Tiffany Myers,AGT00046,Report Request,2023-10-03,,Escalated,Medium,Alberta,
REQ003452,Alexis Dixon,AGT08261,Dashboard Update,2024-06-08,,Escalated,Low,Saskatchewan,
REQ003453,Nancy Valenzuela,AGT01836,Report Request,2024-11-29,2024-12-01,Resolved,Medium,British Columbia,Repellat tempora fugiat aperiam magni laborum repudiandae non sed ea.
REQ003454,Ann Terry,AGT09889,Data Discrepancy,2023-02-22,2023-02-23,Resolved,Low,Manitoba,Rem consequatur unde incidunt suscipit.
REQ003455,Alexis Baker,AGT01717,Dashboard Update,2024-01-26,,Escalated,High,Manitoba,
REQ003456,Jonathan White,AGT01972,KPI Clarification,2021-05-29,,Escalated,Critical,Manitoba,
REQ003457,Joseph Young,AGT00216,Access Issue,2022-05-08,,Open,Critical,Ontario,
REQ003458,Kathy Lawrence,AGT09052,Report Request,2025-11-26,,Open,Medium,Manitoba,
REQ003459,Miss Kelly Ballard,AGT02805,Report Request,2021-05-24,,Open,Critical,British Columbia,
REQ003460,Mackenzie Miller,AGT01063,Access Issue,2022-05-30,,Escalated,Critical,Manitoba,
REQ003461,Kimberly Sosa,AGT03754,Access Issue,2023-09-15,,Open,High,Ontario,
REQ003462,Adam Rodriguez,AGT06920,Access Issue,2025-10-06,,Escalated,Medium,British Columbia,
REQ003463,Jennifer Wang,AGT03983,Dashboard Update,2021-03-11,,In Progress,High,Manitoba,
REQ003464,Brianna Benson,AGT07684,Ad-hoc Analysis,2021-04-17,,Escalated,Low,Manitoba,
REQ003465,Catherine Berger,AGT08130,Data Discrepancy,2025-02-17,,In Progress,Medium,British Columbia,
REQ003466,Peter Brennan,AGT02254,Report Request,2023-03-10,2023-03-17,Resolved,High,Quebec,Est perspiciatis mollitia fuga quae praesentium voluptatem accusantium laboriosam.
REQ003467,Eric Serrano,AGT07144,Access Issue,2024-01-21,,In Progress,Low,Ontario,
REQ003468,Hannah Phillips,AGT06038,Data Discrepancy,2023-12-13,,Open,High,Manitoba,
REQ003469,Ashley Morgan,AGT05662,Dashboard Update,2022-01-19,,Open,Medium,Ontario,
REQ003470,Kyle Shaw,AGT07523,Report Request,2022-07-23,,In Progress,High,Quebec,
REQ003471,Zachary Smith,AGT06750,Access Issue,2023-12-02,,Escalated,Low,Ontario,
REQ003472,Sarah Bishop,AGT01177,KPI Clarification,2024-06-01,,Escalated,Medium,Manitoba,
REQ003473,Benjamin Cox,AGT07704,Access Issue,2021-11-04,,Open,Medium,Alberta,
REQ003474,Heather Martin,AGT03996,KPI Clarification,2022-04-20,,Escalated,Medium,Quebec,
REQ003475,Wayne Rodriguez,AGT07135,Dashboard Update,2021-12-30,,Open,Medium,Manitoba,
REQ003476,Vanessa Wong,AGT08979,Data Discrepancy,2023-03-17,,Escalated,Medium,Manitoba,
REQ003477,Mr. Christopher Horne,AGT04837,KPI Clarification,2023-07-07,,Escalated,Low,Manitoba,
REQ003478,Mr. Nicholas Hunt,AGT01260,KPI Clarification,2025-12-25,,In Progress,Critical,Ontario,
REQ003479,Bradley Davies,AGT03591,Access Issue,2024-06-13,,Open,Low,Alberta,
REQ003480,Michelle Williams,AGT00115,Report Request,2022-01-06,,Open,Medium,Saskatchewan,
REQ003481,Christopher Armstrong,AGT07564,Ad-hoc Analysis,2023-09-07,,In Progress,Low,Manitoba,
REQ003482,Nancy Vasquez,AGT03243,Ad-hoc Analysis,2021-08-20,,Open,High,Alberta,
REQ003483,Lisa Singh,AGT09539,Access Issue,2022-06-04,,Open,Critical,British Columbia,
REQ003484,Andrew Carlson,AGT00488,Ad-hoc Analysis,2025-02-15,,In Progress,Critical,British Columbia,
REQ003485,Madeline Roberts,AGT05721,Access Issue,2025-02-11,,Open,Critical,British Columbia,
REQ003486,Michael Johnson,AGT03982,Access Issue,2021-06-18,,Open,High,British Columbia,
REQ003487,Danielle Carter,AGT04486,Ad-hoc Analysis,2023-12-02,2023-12-13,Resolved,High,Quebec,Reiciendis reprehenderit ad earum voluptatibus harum blanditiis accusantium.
REQ003488,Lauren Nguyen,AGT08165,KPI Clarification,2024-10-05,,Escalated,Medium,Quebec,
REQ003489,James Deleon,AGT08272,Report Request,2023-09-07,,Open,Low,Alberta,
REQ003490,Jeremy Mahoney,AGT04538,Access Issue,2023-07-17,,Open,High,Manitoba,
REQ003491,Miranda Myers,AGT09841,Access Issue,2021-01-31,,Escalated,Medium,Saskatchewan,
REQ003492,Angela Marquez,AGT08609,KPI Clarification,2021-06-26,2021-07-16,Resolved,Low,Alberta,Sed facere doloremque perferendis quis non vitae.
REQ003493,Javier Hoover,AGT02060,Dashboard Update,2021-01-13,,In Progress,Low,Manitoba,
REQ003494,Christopher Sanchez,AGT09167,Access Issue,2023-10-01,2023-10-23,Resolved,Low,British Columbia,Porro itaque accusamus corrupti ut rem voluptate enim expedita.
REQ003495,Erin Sharp,AGT07835,KPI Clarification,2021-07-08,2021-08-07,Resolved,Critical,Ontario,Libero ipsum error aliquid eaque voluptatibus libero.
REQ003496,Joshua Turner,AGT04418,Access Issue,2021-08-30,,Open,Medium,Quebec,
REQ003497,Nicholas Gomez,AGT09457,Data Discrepancy,2025-01-29,2025-02-17,Resolved,Medium,Saskatchewan,Repellendus enim veritatis nostrum atque.
REQ003498,Stephen Stein,AGT06101,Ad-hoc Analysis,2023-02-10,2023-02-17,Resolved,Low,Ontario,Qui quibusdam rerum sit asperiores magnam repellat modi.
REQ003499,Phyllis Duncan,AGT00942,Report Request,2021-11-25,,Open,High,Alberta,
REQ003500,Kaitlyn Juarez,AGT00179,Dashboard Update,2023-10-23,,Open,Low,Alberta,
REQ003501,Corey Taylor DDS,AGT08915,Ad-hoc Analysis,2021-05-27,,Escalated,Critical,Alberta,
REQ003502,Bruce Bolton,AGT02391,Access Issue,2023-03-26,,Escalated,Critical,Saskatchewan,
REQ003503,Kristen Nunez,AGT05686,Ad-hoc Analysis,2024-10-23,,Open,Medium,British Columbia,
REQ003504,Casey Sanders,AGT07622,Dashboard Update,2023-08-23,,Open,Critical,Saskatchewan,
REQ003505,Andrew Gonzalez,AGT09645,KPI Clarification,2025-05-11,,In Progress,Low,Manitoba,
REQ003506,James Olson,AGT01009,Dashboard Update,2025-05-05,,Open,Medium,Saskatchewan,
REQ003507,Ellen Montgomery,AGT09139,KPI Clarification,2023-03-13,,Open,High,Alberta,
REQ003508,Erica Barnes,AGT04285,Dashboard Update,2021-08-01,,Open,Medium,British Columbia,
REQ003509,Scott Little,AGT07164,Data Discrepancy,2025-02-25,,In Progress,Medium,Saskatchewan,
REQ003510,Mr. William Chambers,AGT09742,Report Request,2022-08-14,,Escalated,Low,Saskatchewan,
REQ003511,Monica Smith,AGT01028,Report Request,2023-10-03,,Escalated,Low,Quebec,
REQ003512,Rebecca Frazier,AGT07480,Ad-hoc Analysis,2024-10-19,2024-10-31,Resolved,Critical,Ontario,Blanditiis expedita quidem incidunt cupiditate quam doloribus voluptas assumenda.
REQ003513,Denise Mclean,AGT03759,Dashboard Update,2023-09-26,2023-10-23,Resolved,High,Alberta,Consectetur sint id aliquid odio consequuntur cum tenetur repellat.
REQ003514,Samantha Klein,AGT01807,Dashboard Update,2022-05-31,2022-06-28,Resolved,Low,Quebec,In debitis fugiat rem modi.
REQ003515,Michael Chandler,AGT05879,Report Request,2022-01-18,,In Progress,Low,Alberta,
REQ003516,Paul Hayes,AGT09193,Ad-hoc Analysis,2021-11-18,,Escalated,High,Ontario,
REQ003517,Crystal Jenkins,AGT09869,Data Discrepancy,2023-11-11,,Open,High,Saskatchewan,
REQ003518,Jacqueline Morgan,AGT08344,Data Discrepancy,2024-06-29,,Open,Critical,Manitoba,
REQ003519,Rachel Kennedy,AGT00976,KPI Clarification,2025-06-05,,Open,High,Manitoba,
REQ003520,Brittany Davis,AGT09476,Ad-hoc Analysis,2021-04-19,2021-05-09,Resolved,Medium,Quebec,Dolorum odit facilis quam ipsum incidunt molestiae doloremque.
REQ003521,Jeffrey Orozco,AGT07336,Access Issue,2022-02-15,,Escalated,Medium,British Columbia,
REQ003522,Steven Morris,AGT06918,Dashboard Update,2021-06-05,,Open,Medium,Ontario,
REQ003523,Joseph Johnson,AGT00194,Ad-hoc Analysis,2021-01-11,,Open,High,Alberta,
REQ003524,John Ritter,AGT09680,Report Request,2022-01-24,,Open,High,British Columbia,
REQ003525,James Allen,AGT04906,Dashboard Update,2023-02-07,,Open,Critical,Ontario,
REQ003526,Scott Everett,AGT04036,Access Issue,2023-12-05,,In Progress,Critical,British Columbia,
REQ003527,Allison Harris,AGT04707,Data Discrepancy,2022-10-08,,Escalated,High,Ontario,
REQ003528,Billy Campbell,AGT00890,Data Discrepancy,2023-09-13,,In Progress,High,Manitoba,
REQ003529,Jennifer Ferguson,AGT09615,Access Issue,2021-07-06,,In Progress,High,Saskatchewan,
REQ003530,Andrea Jones,AGT09517,Ad-hoc Analysis,2024-11-10,,Open,High,British Columbia,
REQ003531,Max Flynn,AGT03710,Report Request,2024-03-02,,Escalated,Critical,Alberta,
REQ003532,Heather Luna,AGT02441,Access Issue,2023-06-24,,Escalated,Low,Quebec,
REQ003533,Michael Sanford,AGT05900,Data Discrepancy,2022-02-03,2022-02-09,Resolved,Critical,Quebec,Similique perferendis excepturi magni a porro.
REQ003534,Maureen Anderson,AGT04684,Ad-hoc Analysis,2025-03-10,,Escalated,Low,Ontario,
REQ003535,Justin Cole DDS,AGT01710,Ad-hoc Analysis,2021-08-21,,Open,Medium,British Columbia,
REQ003536,Jerry Smith,AGT06387,KPI Clarification,2022-04-03,,Open,High,Alberta,
REQ003537,Catherine Huynh,AGT05773,KPI Clarification,2024-10-14,,Escalated,High,Ontario,
REQ003538,Kurt Davis,AGT02748,Report Request,2023-11-01,2023-11-08,Resolved,Critical,Ontario,Error cupiditate necessitatibus quis deleniti sit repudiandae impedit repellat.
REQ003539,Allison Carter,AGT09997,Data Discrepancy,2023-09-10,,Open,Medium,Ontario,
REQ003540,Gregory Potts,AGT08324,Access Issue,2024-10-10,,Open,High,Ontario,
REQ003541,Anita Watson,AGT07066,Access Issue,2024-08-19,,In Progress,Medium,Quebec,
REQ003542,Antonio Reyes,AGT01435,Ad-hoc Analysis,2022-11-03,,In Progress,Critical,Manitoba,
REQ003543,Jessica Riley,AGT06276,Data Discrepancy,2022-05-29,,Open,Medium,Manitoba,
REQ003544,Jessica Duncan,AGT02644,Data Discrepancy,2025-10-15,,Escalated,Low,British Columbia,
REQ003545,Jessica Sanchez,AGT03598,Dashboard Update,2024-03-08,,Escalated,High,Manitoba,
REQ003546,Angela Chen,AGT08963,KPI Clarification,2025-12-03,,Escalated,Medium,British Columbia,
REQ003547,Alan Cochran,AGT06385,Access Issue,2025-04-12,,Open,Medium,Manitoba,
REQ003548,Richard Romero,AGT09017,Data Discrepancy,2025-08-12,2025-08-27,Resolved,Critical,Manitoba,Sint ratione eaque quidem voluptatem.
REQ003549,Laurie Fischer,AGT05152,KPI Clarification,2022-02-27,,Escalated,High,Alberta,
REQ003550,Shawn Woods,AGT08785,KPI Clarification,2024-11-02,,Escalated,High,British Columbia,
REQ003551,Matthew Mccarthy,AGT08863,KPI Clarification,2024-03-20,,Open,Critical,British Columbia,
REQ003552,Janice Johnson,AGT08206,Data Discrepancy,2022-04-21,,Escalated,Critical,British Columbia,
REQ003553,Jose Gonzalez,AGT07907,Report Request,2025-03-17,2025-03-29,Resolved,Low,Manitoba,Vitae cupiditate ratione incidunt similique quae distinctio.
REQ003554,Tiffany Thompson,AGT01233,Ad-hoc Analysis,2025-09-08,,Escalated,Low,Saskatchewan,
REQ003555,Taylor Stanley,AGT07268,KPI Clarification,2023-10-29,,In Progress,High,British Columbia,
REQ003556,Brendan Fowler,AGT04313,Report Request,2021-03-08,,In Progress,Low,Alberta,
REQ003557,Sara Espinoza,AGT01621,Access Issue,2025-07-14,,In Progress,High,Saskatchewan,
REQ003558,Kelly Anderson,AGT03416,KPI Clarification,2021-06-22,,Open,High,Ontario,
REQ003559,Kathleen Marshall,AGT04593,Dashboard Update,2023-01-22,,In Progress,Low,British Columbia,
REQ003560,Joseph Collier,AGT06459,Dashboard Update,2021-06-21,,Escalated,Low,Quebec,
REQ003561,Erin Zhang,AGT04064,Dashboard Update,2022-10-08,,In Progress,Medium,British Columbia,
REQ003562,Matthew Ochoa,AGT07458,Ad-hoc Analysis,2025-03-14,2025-04-03,Resolved,High,Ontario,Corporis maiores fugiat natus ullam repudiandae molestiae quod officiis repellendus.
REQ003563,Janet Bond,AGT09925,Report Request,2021-04-02,,In Progress,Medium,Ontario,
REQ003564,April Maldonado,AGT07729,Report Request,2022-11-21,,Escalated,High,Alberta,
REQ003565,Robert Stone,AGT00343,Access Issue,2025-06-01,,In Progress,High,Saskatchewan,
REQ003566,Curtis Nelson,AGT04403,Ad-hoc Analysis,2023-01-22,,In Progress,Medium,Alberta,
REQ003567,Robert Tucker,AGT09495,Dashboard Update,2021-07-14,2021-08-06,Resolved,Critical,Ontario,Cumque quis praesentium iste eius harum mollitia nam expedita iusto.
REQ003568,William Yates,AGT02540,Access Issue,2022-05-30,2022-06-16,Resolved,Medium,British Columbia,Non quod corrupti repudiandae distinctio voluptatum reiciendis nemo iure.
REQ003569,Alexandria Bishop,AGT09964,Access Issue,2023-03-20,,Open,Medium,Saskatchewan,
REQ003570,Laurie Ortega,AGT00207,Ad-hoc Analysis,2024-04-09,2024-04-09,Resolved,Medium,Alberta,Repellendus deleniti natus ducimus consectetur voluptatibus.
REQ003571,Samantha Williams,AGT02256,Data Discrepancy,2024-06-01,,Escalated,Low,Ontario,
REQ003572,Kathryn Hobbs,AGT03551,Dashboard Update,2021-09-26,,Open,Low,Alberta,
REQ003573,Amy Adams,AGT08699,Ad-hoc Analysis,2024-01-20,,Escalated,High,Manitoba,
REQ003574,Christopher Hall,AGT08140,Report Request,2021-11-21,,In Progress,Critical,Quebec,
REQ003575,Sarah Pope,AGT08344,KPI Clarification,2023-10-01,,Open,High,Quebec,
REQ003576,Kathryn Anderson,AGT03506,Access Issue,2023-12-21,,Escalated,Low,Manitoba,
REQ003577,Kimberly Robertson,AGT07536,Dashboard Update,2024-11-12,,Escalated,Low,Ontario,
REQ003578,Tracy Robinson,AGT09018,Access Issue,2024-08-26,,In Progress,Critical,Alberta,
REQ003579,Sherry Bruce,AGT00063,Dashboard Update,2024-06-24,2024-06-30,Resolved,Medium,Quebec,Nihil repellendus a quis corrupti neque.
REQ003580,Sarah Beltran,AGT07114,Access Issue,2025-01-11,,In Progress,High,Ontario,
REQ003581,Joseph Tate,AGT06847,Dashboard Update,2024-05-17,,In Progress,Medium,Ontario,
REQ003582,Kevin Huerta,AGT06118,Dashboard Update,2021-06-30,,In Progress,Medium,Ontario,
REQ003583,James Brown,AGT05074,KPI Clarification,2023-09-01,2023-09-12,Resolved,Critical,Manitoba,Ducimus maxime repudiandae vero illum ipsa.
REQ003584,Antonio Singleton MD,AGT04502,Access Issue,2024-02-19,,Open,High,Manitoba,
REQ003585,Eric Haas,AGT04026,Data Discrepancy,2024-09-28,,In Progress,Medium,Manitoba,
REQ003586,Amy Greer,AGT01213,KPI Clarification,2022-01-19,,Open,Medium,Saskatchewan,
REQ003587,Robert Davis,AGT05333,Ad-hoc Analysis,2021-07-28,,Escalated,Critical,Quebec,
REQ003588,Joan Smith,AGT06003,Ad-hoc Analysis,2024-04-05,,In Progress,High,Manitoba,
REQ003589,Lisa Butler,AGT04441,Report Request,2023-08-15,,Escalated,Critical,Ontario,
REQ003590,Mark Roberts,AGT01496,Dashboard Update,2022-06-13,,Open,Critical,Ontario,
REQ003591,Teresa Bates MD,AGT01001,Dashboard Update,2023-08-14,,In Progress,Critical,Ontario,
REQ003592,Sean Mora,AGT05766,Access Issue,2024-05-16,,Escalated,High,Ontario,
REQ003593,Anna Mccarthy,AGT06989,Access Issue,2024-06-13,,Open,Medium,Quebec,
REQ003594,Rebecca Jimenez,AGT04326,Access Issue,2021-04-08,,Escalated,Low,British Columbia,
REQ003595,Warren Jackson,AGT01052,Report Request,2025-02-06,2025-02-21,Resolved,Medium,Alberta,Distinctio sit incidunt provident beatae eaque.
REQ003596,Evelyn Harris,AGT00641,Report Request,2023-06-05,2023-07-03,Resolved,Medium,Manitoba,Magnam nihil tempora dignissimos porro.
REQ003597,Sarah Kirby,AGT02501,KPI Clarification,2022-11-24,2022-12-09,Resolved,Critical,Ontario,Perspiciatis quaerat reprehenderit omnis tempore.
REQ003598,Jessica Robinson,AGT06853,Access Issue,2024-05-01,,In Progress,Low,Ontario,
REQ003599,Amanda Gregory,AGT06267,Dashboard Update,2025-04-09,,Escalated,Low,Alberta,
REQ003600,Jeffrey Townsend,AGT03735,KPI Clarification,2021-02-19,,Escalated,Low,Alberta,
REQ003601,Brandon Miller,AGT00985,Access Issue,2021-10-28,2021-11-09,Resolved,High,Ontario,Ipsa praesentium facilis et.
REQ003602,Andrea Harris,AGT05561,Access Issue,2023-04-09,,Open,High,British Columbia,
REQ003603,Jessica Watts,AGT08264,Access Issue,2025-11-08,,Open,High,Manitoba,
REQ003604,Kevin Sandoval,AGT07173,Ad-hoc Analysis,2024-05-26,2024-06-18,Resolved,Critical,British Columbia,Ullam voluptatibus ipsa nemo ratione dolorum pariatur.
REQ003605,Brett Phillips,AGT09753,Dashboard Update,2024-12-10,,In Progress,Critical,Ontario,
REQ003606,James Davis,AGT03482,Access Issue,2024-02-26,,Open,High,Ontario,
REQ003607,Amanda Vasquez,AGT08893,Access Issue,2025-10-20,,Escalated,Critical,British Columbia,
REQ003608,Gina Frey,AGT01160,Dashboard Update,2025-11-23,,Escalated,Low,Quebec,
REQ003609,Shelby Harrison,AGT08560,Ad-hoc Analysis,2023-10-19,2023-11-08,Resolved,Critical,British Columbia,Similique doloremque in rem.
REQ003610,Noah Johnson,AGT03177,Report Request,2023-12-21,,Escalated,Critical,British Columbia,
REQ003611,Sue Brennan,AGT01081,Dashboard Update,2022-06-24,,Open,High,Alberta,
REQ003612,Kayla Mckenzie,AGT06320,Ad-hoc Analysis,2022-04-09,,In Progress,High,Alberta,
REQ003613,Autumn Russell,AGT00195,Ad-hoc Analysis,2021-06-03,,In Progress,Low,Manitoba,
REQ003614,Terry Watson,AGT09469,Data Discrepancy,2025-10-04,,Escalated,Medium,British Columbia,
REQ003615,Brittney Goodman,AGT00886,Data Discrepancy,2021-04-13,2021-04-19,Resolved,Low,Saskatchewan,Quaerat minus mollitia inventore nesciunt adipisci voluptas numquam expedita.
REQ003616,Scott Reed,AGT07966,Ad-hoc Analysis,2022-08-06,,In Progress,High,Manitoba,
REQ003617,Jasmine Calderon,AGT05481,KPI Clarification,2024-09-12,,Open,Critical,Saskatchewan,
REQ003618,Candice Garcia,AGT04456,Dashboard Update,2021-02-25,,Open,Low,British Columbia,
REQ003619,Taylor Martin,AGT09009,Report Request,2022-03-29,2022-04-06,Resolved,Critical,Saskatchewan,Distinctio quibusdam quos ad occaecati aperiam repellat ut accusamus nam sunt.
REQ003620,Carrie Ingram,AGT00067,Ad-hoc Analysis,2022-01-14,,Escalated,Critical,British Columbia,
REQ003621,Michelle Herrera,AGT07912,KPI Clarification,2021-06-13,,Escalated,High,British Columbia,
REQ003622,Amanda Nixon,AGT00790,KPI Clarification,2025-07-16,,Escalated,Medium,Quebec,
REQ003623,Maria Huynh,AGT05980,Access Issue,2021-10-07,,Open,Low,Alberta,
REQ003624,Carla Freeman,AGT00574,Report Request,2024-09-27,,Escalated,Medium,Saskatchewan,
REQ003625,Garrett Montgomery,AGT09026,Access Issue,2025-02-06,,In Progress,Medium,Ontario,
